full_tax	verbatimIdentification	old_taxonRank	old name	scientificName	scientificNameID	kingdom	phylum	class	order	family	genus	taxonRank
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Imbricatea;Filosa-Imbricatea_X;Filosa-Imbricatea_XX;Filosa-Imbricatea_XXX;Filosa-Imbricatea_XXX_sp.;	Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Imbricatea;Filosa-Imbricatea_X;Filosa-Imbricatea_XX;Filosa-Imbricatea_XXX;Filosa-Imbricatea_XXX_sp.;	subdivision	Cercozoa	Cercozoa	urn:lsid:marinespecies.org:taxname:562852	Chromista	Cercozoa					Phylum
Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Phoma	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Phoma	genus	Phoma	Phoma	urn:lsid:marinespecies.org:taxname:147519	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Phoma	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Porifera_X;Demospongiae;Amphimedon;Amphimedon_compressa;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Porifera_X;Demospongiae;Amphimedon;Amphimedon_compressa;		aphiaID	Amphimedon compressa	urn:lsid:marinespecies.org:taxname:166666	Animalia	Porifera	Demospongiae	Haplosclerida	Niphatidae	Amphimedon	Species
Eukaryota;Archaeplastida;Streptophyta;Streptophyta_X;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Helianthus;Helianthus_annuus;	Eukaryota;Archaeplastida;Streptophyta;Streptophyta_X;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Helianthus;Helianthus_annuus;		aphiaID	Helianthus annuus	urn:lsid:marinespecies.org:taxname:1093449	Plantae	Tracheophyta	Magnoliopsida	Asterales	Compositae	Helianthus	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Dosinia	Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Dosinia	genus	Dosinia	Dosinia	urn:lsid:marinespecies.org:taxname:138636	Animalia	Mollusca	Bivalvia	Venerida	Veneridae	Dosinia	Genus
Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X;Pterocystida	Eukaryota;Haptista;Centroplasthelida;Centroplasthelida_X;Pterocystida	class	Pterocystida	Pterocystida	urn:lsid:marinespecies.org:taxname:1748107	Chromista	Heliozoa	Centrohelea	Pterocystida			Order
Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Cystobasidiomycetes;Sakaguchia;Sakaguchia_dacryoidea;	Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Cystobasidiomycetes;Sakaguchia;Sakaguchia_dacryoidea;		aphiaID	Sakaguchia dacryoidea	urn:lsid:marinespecies.org:taxname:437829	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes incertae sedis		Sakaguchia	Species
Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;Ventrifissuridae;Ventrifissura;Ventrifissura_sp.;	Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;Ventrifissuridae;Ventrifissura;Ventrifissura_sp.;	species	Ventrifissura	Ventrifissura	urn:lsid:marinespecies.org:taxname:1737155	Chromista	Cercozoa	Thecofilosea	Ventricleftida	Ventrifissuridae	Ventrifissura	Genus
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales;Skeletonemaceae;Skeletonema;Skeletonema_costatum;	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Thalassiosirales;Skeletonemaceae;Skeletonema;Skeletonema_costatum;		aphiaID	Skeletonema costatum	urn:lsid:marinespecies.org:taxname:149074	Chromista	Bacillariophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Skeletonema	Species
Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida-Tintinnina;Choreotrichida-Tintinnina_X	Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida-Tintinnina;Choreotrichida-Tintinnina_X	class	Spirotrichea	Spirotrichea	urn:lsid:marinespecies.org:taxname:1348	Chromista	Ciliophora	Spirotrichea				Class
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Terebellides;Terebellides_californica;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Terebellides;Terebellides_californica;		aphiaID	Terebellides californica	urn:lsid:marinespecies.org:taxname:332504	Animalia	Annelida	Polychaeta	Terebellida	Trichobranchidae	Terebellides	Species
Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycota_X;Chytridiomycota_XX;Chytridiomycota_XXX;Chytridiomycota_XXX_sp.;	Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycota_X;Chytridiomycota_XX;Chytridiomycota_XXX;Chytridiomycota_XXX_sp.;	class	Chytridiomycota	Chytridiomycota	urn:lsid:marinespecies.org:taxname:162971	Fungi	Chytridiomycota					Phylum (Division)
Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Cystobasidiomycetes;Rhodotorula;Rhodotorula_lamellibrachiae;	Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Cystobasidiomycetes;Rhodotorula;Rhodotorula_lamellibrachiae;	genus	Rhodotorula	Rhodotorula	urn:lsid:marinespecies.org:taxname:178152	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolales incertae sedis	Rhodotorula	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Thysanoessa	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Thysanoessa	genus	Thysanoessa	Thysanoessa	urn:lsid:marinespecies.org:taxname:110679	Animalia	Arthropoda	Malacostraca	Euphausiacea	Euphausiidae	Thysanoessa	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Scyphozoa;Aurelia;Aurelia_sp.;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Scyphozoa;Aurelia;Aurelia_sp.;	species	Aurelia	Aurelia	urn:lsid:marinespecies.org:taxname:135263	Animalia	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Aurelia	Genus
Eukaryota;Cryptista;Kathablepharidacea;Kathablepharida;Kathablepharidea;Kathablepharidida;Kathablepharidida_X;Roombia;Roombia_truncata;	Eukaryota;Cryptista;Kathablepharidacea;Kathablepharida;Kathablepharidea;Kathablepharidida;Kathablepharidida_X;Roombia;Roombia_truncata;		aphiaID	Roombia truncata	urn:lsid:marinespecies.org:taxname:840183	Chromista	Cryptophyta	Cryptophyta incertae sedis		Katablepharidaceae	Roombia	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Thalassema;Thalassema_thalassemum;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Thalassema;Thalassema_thalassemum;	genus	Thalassema	Thalassema	urn:lsid:marinespecies.org:taxname:110357	Animalia	Annelida	Polychaeta	Echiuroidea	Thalassematidae	Thalassema	Genus
Eukaryota;TSAR;Stramenopiles;Gyrista;Pirsoniales;Pirsoniales_X;Pirsoniales_XX;Pirsonia	Eukaryota;TSAR;Stramenopiles;Gyrista;Pirsoniales;Pirsoniales_X;Pirsoniales_XX;Pirsonia	genus	Pirsonia	Pirsonia	urn:lsid:marinespecies.org:taxname:118022	Protozoa					Pirsonia	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Porifera_X;Demospongiae;Dactylospongia;Dactylospongia_elegans;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Porifera_X;Demospongiae;Dactylospongia;Dactylospongia_elegans;		aphiaID	Dactylospongia elegans	urn:lsid:marinespecies.org:taxname:165312	Animalia	Porifera	Demospongiae	Dictyoceratida	Thorectidae	Dactylospongia	Species
Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Acanthoecida;Acanthoecidae_Group_G;Savillea;Savillea_micropora;	Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Acanthoecida;Acanthoecidae_Group_G;Savillea;Savillea_micropora;	genus	Savillea	Savillea	urn:lsid:marinespecies.org:taxname:105526	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Savillea	Genus
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium_satoanum;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium_satoanum;		aphiaID	Alexandrium satoanum	urn:lsid:marinespecies.org:taxname:233470	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	Species
Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Paralecudinids;Paralecudina;Paralecudina_polymorpha;	Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Paralecudinids;Paralecudina;Paralecudina_polymorpha;	order	Eugregarinorida	Eugregarinorida	urn:lsid:marinespecies.org:taxname:394869	Chromista	Myzozoa	Conoidasida	Eugregarinorida			Order
Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Acanthoecida;Acanthoecidae_Group_G;Helgoeca;Helgoeca_nana;	Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Acanthoecida;Acanthoecidae_Group_G;Helgoeca;Helgoeca_nana;	species	Helgoeca nana	Helgoeca nana	urn:lsid:marinespecies.org:taxname:580086	Protozoa	Choanozoa	Choanoflagellatea	Acanthoecida	Acanthoecidae	Helgoeca	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Margalefidinium;Margalefidinium_polykrikoides;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Margalefidinium;Margalefidinium_polykrikoides;		aphiaID	Margalefidinium polykrikoides	urn:lsid:marinespecies.org:taxname:990876	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Gymnodiniaceae	Margalefidinium	Species
Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Craspedida;Monosigidae_Group_A	Eukaryota;Obazoa;Opisthokonta;Choanoflagellata;Choanoflagellatea;Craspedida;Monosigidae_Group_A	order	Craspedida	Craspedida	urn:lsid:marinespecies.org:taxname:581514	Protozoa	Choanozoa	Choanoflagellatea	Craspedida			Order
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis	genus	Dinophysis	Dinophysis	urn:lsid:marinespecies.org:taxname:109462	Chromista	Myzozoa	Dinophyceae	Dinophysales	Dinophysaceae	Dinophysis	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Panulirus;Panulirus_argus;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Panulirus;Panulirus_argus;	species	Panulirus argus	Panulirus argus	urn:lsid:marinespecies.org:taxname:382891	Animalia	Arthropoda	Malacostraca	Decapoda	Palinuridae	Panulirus	Species
Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida-Tintinnina;Eutintinnidae;Eutintinnus	Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida-Tintinnina;Eutintinnidae;Eutintinnus	genus	Eutintinnus	Eutintinnus	urn:lsid:marinespecies.org:taxname:183543	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Eutintinnidae	Eutintinnus	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Cerastoderma;Cerastoderma_edule;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Cerastoderma;Cerastoderma_edule;	species	Cerastoderma edule	Cerastoderma edule	urn:lsid:marinespecies.org:taxname:138998	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae	Cerastoderma	Species
Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Stagonosporopsis;Stagonosporopsis_cucurbitacearum;	Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Stagonosporopsis;Stagonosporopsis_cucurbitacearum;	genus	Stagonosporopsis	Stagonosporopsis	urn:lsid:marinespecies.org:taxname:437590	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales incertae sedis	Stagonosporopsis	Genus
Eukaryota;Excavata;Discoba;Euglenozoa;Diplonemea;Diplonemida;Diplonemidae;Rhynchopus;Rhynchopus_sp.;	Eukaryota;Excavata;Discoba;Euglenozoa;Diplonemea;Diplonemida;Diplonemidae;Rhynchopus;Rhynchopus_sp.;	family	Diplonemidae	Diplonemidae	urn:lsid:marinespecies.org:taxname:1736280	Protozoa	Euglenozoa	Diplonemea	Diplonemida	Diplonemidae		Family
Eukaryota;Amoebozoa;Discosea;Discosea_X;Flabellinia;Dactylopodida;Paramoebidae;Paramoeba;Paramoeba_branchiphila;	Eukaryota;Amoebozoa;Discosea;Discosea_X;Flabellinia;Dactylopodida;Paramoebidae;Paramoeba;Paramoeba_branchiphila;	species	Paramoeba branchiphila	Paramoeba branchiphila	urn:lsid:marinespecies.org:taxname:1738998	Protozoa	Amoebozoa	Discosea	Glycostylida	Paramoebidae	Paramoeba	Species
Eukaryota;TSAR;Stramenopiles;Gyrista;Dictyochophyceae;Dictyochophyceae_X;Rhizochromulinales;Rhizochromulina;Rhizochromulina_marina;	Eukaryota;TSAR;Stramenopiles;Gyrista;Dictyochophyceae;Dictyochophyceae_X;Rhizochromulinales;Rhizochromulina;Rhizochromulina_marina;		aphiaID	Rhizochromulina marina	urn:lsid:marinespecies.org:taxname:178601	Chromista	Ochrophyta	Dictyochophyceae	Rhizochromulinales	Rhizochromulinaceae	Rhizochromulina	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Myzostomida;Myzostomida_X;Myzostomida_XX;Myzostoma;Myzostoma_polycyclus;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Myzostomida;Myzostomida_X;Myzostomida_XX;Myzostoma;Myzostoma_polycyclus;		aphiaID	Myzostoma polycyclus	urn:lsid:marinespecies.org:taxname:335246	Animalia	Annelida		Myzostomida	Myzostomatidae	Myzostoma	Species
Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_XX;Chrysophyceae_XXX;Chrysophyceae_XXX_sp.;	Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_XX;Chrysophyceae_XXX;Chrysophyceae_XXX_sp.;	class	Chrysophyceae	Chrysophyceae	urn:lsid:marinespecies.org:taxname:146230	Chromista	Ochrophyta	Chrysophyceae				Class
Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros_sp_Clade_Na26B1;	Eukaryota;TSAR;Stramenopiles;Gyrista;Mediophyceae;Chaetocerotales;Chaetocerotaceae;Chaetoceros;Chaetoceros_sp_Clade_Na26B1;	genus	Chaetoceros	Chaetoceros	urn:lsid:marinespecies.org:taxname:148985	Chromista	Bacillariophyta	Bacillariophyceae	Chaetocerotanae incertae sedis	Chaetocerotaceae	Chaetoceros	Genus
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae	family	Pyrocystaceae	Pyrocystaceae	urn:lsid:marinespecies.org:taxname:109444	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae		Family
Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Bivalvia;Protobranchia;Nuculana;Nuculana_pernula;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Mollusca;Bivalvia;Protobranchia;Nuculana;Nuculana_pernula;		aphiaID	Nuculana pernula	urn:lsid:marinespecies.org:taxname:140579	Animalia	Mollusca	Bivalvia	Nuculanida	Nuculanidae	Nuculana	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Porifera_X;Demospongiae;Tethya;Tethya_sp.;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Porifera;Porifera_X;Demospongiae;Tethya;Tethya_sp.;	species	Tethya	Tethya	urn:lsid:marinespecies.org:taxname:132077	Animalia	Porifera	Demospongiae	Tethyida	Tethyidae	Tethya	Genus
Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strombidinopsidae;Parastrombidinopsis;Parastrombidinopsis_shimi;	Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strombidinopsidae;Parastrombidinopsis;Parastrombidinopsis_shimi;		aphiaID	Parastrombidinopsis shimi	urn:lsid:marinespecies.org:taxname:396309	Chromista	Ciliophora	Oligotrichea	Choreotrichida	Strombidinopsidae	Parastrombidinopsis	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Pyrocystis;Pyrocystis_lunula;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Pyrocystis;Pyrocystis_lunula;	species	Pyrocystis lunula	Pyrocystis lunula	urn:lsid:marinespecies.org:taxname:164053	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Pyrocystis	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium_pseudogonyaulax;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium_pseudogonyaulax;		aphiaID	Alexandrium pseudogonyaulax	urn:lsid:marinespecies.org:taxname:109713	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Pyrocystaceae	Alexandrium	Species
Eukaryota;TSAR;Stramenopiles;Gyrista;Peronosporomycetes;Peronosporomycetes_X;Haliphthorales;Haliphthoros	Eukaryota;TSAR;Stramenopiles;Gyrista;Peronosporomycetes;Peronosporomycetes_X;Haliphthorales;Haliphthoros	genus	Haliphthoros	Haliphthoros	urn:lsid:marinespecies.org:taxname:172147	Chromista	Oomycota	Peronosporea	Saprolegniales	Haliphthoraceae	Haliphthoros	Genus
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Insecta;Frankliniella;Frankliniella_occidentalis;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Insecta;Frankliniella;Frankliniella_occidentalis;	genus	Frankliniella	Frankliniella	urn:lsid:marinespecies.org:taxname:989556	Animalia	Arthropoda	Hexapoda	Thysanoptera	Thripidae	Frankliniella	Genus
Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Theopiliidae;Tricolocamptra;Tricolocamptra_aff_urnula;	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Theopiliidae;Tricolocamptra;Tricolocamptra_aff_urnula;	order	Nassellaria	Nassellaria	urn:lsid:marinespecies.org:taxname:235741	Chromista	Radiozoa	Polycystina	Nassellaria			Order
Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Oligotrichida;Tontoniidae;Laboea;Laboea_strobila;	Eukaryota;TSAR;Alveolata;Ciliophora;Spirotrichea;Oligotrichida;Tontoniidae;Laboea;Laboea_strobila;		aphiaID	Laboea strobila	urn:lsid:marinespecies.org:taxname:101264	Chromista	Ciliophora	Oligotrichea	Oligotrichida	Tontoniidae	Laboea	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Scrippsiella;Scrippsiella_sp.;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Scrippsiella;Scrippsiella_sp.;	species	Scrippsiella	Scrippsiella	urn:lsid:marinespecies.org:taxname:109545	Chromista	Myzozoa	Dinophyceae	Thoracosphaerales	Thoracosphaeraceae	Scrippsiella	Genus
Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Gregarinomorphea_X_GRE1;Gregarinomorphea_X_GRE1_X;Gregarinomorphea_X_GRE1_XX;Gregarinomorphea_X_GRE1_XX_sp.;	Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Gregarinomorphea_X_GRE1;Gregarinomorphea_X_GRE1_X;Gregarinomorphea_X_GRE1_XX;Gregarinomorphea_X_GRE1_XX_sp.;	subdivision	Apicomplexa	Apicomplexa	urn:lsid:marinespecies.org:taxname:22565	Chromista	Myzozoa					Subphylum
Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Cunina;Cunina_frugifera;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;Cunina;Cunina_frugifera;		aphiaID	Cunina frugifera	urn:lsid:marinespecies.org:taxname:117494	Animalia	Cnidaria	Hydrozoa	Narcomedusae	Cuninidae	Cunina	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Stoeckeria;Stoeckeria_algicida;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Thoracosphaeraceae;Stoeckeria;Stoeckeria_algicida;		aphiaID	Stoeckeria algicida	urn:lsid:marinespecies.org:taxname:838270	Chromista	Myzozoa	Dinoflagellata incertae sedis			Stoeckeria	Species
Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Pterocorythidae;Pterocorys;Pterocorys_clausa;	Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Pterocorythidae;Pterocorys;Pterocorys_clausa;	genus	Pterocorys	Pterocorys	urn:lsid:marinespecies.org:taxname:391967	Chromista	Radiozoa	Polycystina	Nassellaria	Pterocorythidae	Pterocorys	Genus
Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Ochromonadales;Ochromonadaceae;Poteriospumella	Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Ochromonadales;Ochromonadaceae;Poteriospumella	genus	Poteriospumella	Poteriospumella	urn:lsid:marinespecies.org:taxname:603252	Chromista	Ochrophyta	Chrysophyceae	Chromulinales	Dinobryaceae	Poteriospumella	Genus
Eukaryota;Archaeplastida;Streptophyta;Streptophyta_X;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Pinus;Pinus_taeda;	Eukaryota;Archaeplastida;Streptophyta;Streptophyta_X;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Pinus;Pinus_taeda;	genus	Pinus	Pinus	urn:lsid:marinespecies.org:taxname:1492701	Plantae	Tracheophyta	Pinopsida	Pinales	Pinaceae	Pinus	Genus
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax_elongata;	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Gonyaulacaceae;Gonyaulax;Gonyaulax_elongata;		aphiaID	Gonyaulax elongata	urn:lsid:marinespecies.org:taxname:233522	Chromista	Myzozoa	Dinophyceae	Gonyaulacales	Gonyaulacaceae	Gonyaulax	Species
Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon_primus;	Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon_primus;		aphiaID	Chloropicon primus	urn:lsid:marinespecies.org:taxname:1361151	Plantae	Chlorophyta				Chloropicon	Species
Eukaryota;Obazoa;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea_X	Eukaryota;Obazoa;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea_X	order	Chromadorea	Chromadorea	urn:lsid:marinespecies.org:taxname:731848	Animalia	Nematoda	Chromadorea				Class
Eukaryota;Obazoa;Opisthokonta;Metazoa;Hemichordata;Hemichordata_X;Hemichordata_XX;Harrimania;Harrimania_planktophilus;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Hemichordata;Hemichordata_X;Hemichordata_XX;Harrimania;Harrimania_planktophilus;		aphiaID	Harrimania planktophilus	urn:lsid:marinespecies.org:taxname:266553	Animalia	Hemichordata	Enteropneusta	[unassigned] Enteropneusta	Harrimaniidae	Harrimania	Species
Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Kareniaceae;Karenia	Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Kareniaceae;Karenia	genus	Karenia	Karenia	urn:lsid:marinespecies.org:taxname:231788	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Kareniaceae	Karenia	Genus
Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Rhabdonematales;Grammatophoraceae;Hyalosira;Hyalosira_sp.;	Eukaryota;TSAR;Stramenopiles;Gyrista;Bacillariophyceae;Rhabdonematales;Grammatophoraceae;Hyalosira;Hyalosira_sp.;	species	Hyalosira	Hyalosira	urn:lsid:marinespecies.org:taxname:450718	Chromista	Bacillariophyta	Bacillariophyceae			Hyalosira	Genus
Eukaryota;TSAR;Rhizaria;Cercozoa;Endomyxa;Vampyrellida	Eukaryota;TSAR;Rhizaria;Cercozoa;Endomyxa;Vampyrellida	order	Vampyrellida	Vampyrellida	urn:lsid:marinespecies.org:taxname:1737334	Chromista	Cercozoa	Vampyrellidea	Vampyrellida			Order
Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Paraphysomonadales	Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Paraphysomonadales	order	Paraphysomonadales	Paraphysomonadales	urn:lsid:marinespecies.org:taxname:1651912	Chromista	Ochrophyta	Chrysophyceae	Paraphysomonadales			Order
Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Insecta;Aedes;Aedes_aegypti;	Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Insecta;Aedes;Aedes_aegypti;	species	Aedes aegypti	Aedes aegypti	urn:lsid:marinespecies.org:taxname:1490815	Animalia	Arthropoda	Hexapoda	Diptera	Culicidae	Aedes	Species
Eukaryota;Archaeplastida;Streptophyta;Streptophyta_X;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Cirsium	Eukaryota;Archaeplastida;Streptophyta;Streptophyta_X;Embryophyceae;Embryophyceae_X;Embryophyceae_XX;Cirsium	genus	Cirsium	Cirsium	urn:lsid:marinespecies.org:taxname:425712	Plantae	Tracheophyta	Magnoliopsida	Asterales	Compositae	Cirsium	Genus
